article_factor,article_id,article,authors,published_journal,NOTES__RHS_VARIABLES__ETC_
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Men, Employed Individuals"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (3,2): IDing factor models as QEs"
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.","Journal of Labor Economics","Table 4: County Trends"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 2, Row 3, County Trends"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (3,6))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (8,5)"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies & Total private sector"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 4 (Both sets of time controls)"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 2 Pacific"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (8,4)"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Women, Relative Minwage"
17,Keil et al. (2009),"Univariate Regressions of Employment on Minimum Wages in the Panel of U.S. States","Keil, M.; Robertson, D. and Symons, J.","Robert Day School of Economics and Finance Research Paper","Table 2, Model 9"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 3 (State specific time trends)"
27,Dube et al. (2014),"MW Shocks, Employment Flows & Labor Market Frictions","Dube,A.; Lester.T.; Reich,M.","Journal of Labor Economics","Table 4: Undistorted Data"
23,Persky and Baiman (2010),"Do State Minimum Wage Laws Reduce Employment? Mixed Messages from Fast Food Outlets in Illinois and Indiana","Persky & Baiman","Journal of Regional Analysis and Policy","Table 3, gFTENSH from Position Data limited to Hrs Sample with pay period dummies: Eq 50"
25,Neumark and Wascher (2011),"Does a Higher Minimum Wage Enhance the Effectiveness of The Earned Income Tax Credit?","Neumark & Wascher","Industrial and Labor Relations Review","Table 3a, col 6: MW"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (2,8): MW, 1994:1-2007:3, State Trends"
21,Belman and Wolfson (2010),"The Effect of Legislated Minimum Wage Increases on: Employment and Hours: A Dynamic Analysis","Belman & Wolfson","Labour","See comment in A1, B&W 2009 worksht"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 6, Spec 3 (State specific time trends)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (1,3))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (4,6): IDing factor models as QEs"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (6,2)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (1,4)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 6 (6,4)"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 2 (Division-specific time controls)"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 2, Row 3, Basic"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 2 (CPS, Basic)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (3,4))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (4,7))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel B, (1,2))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (4,5): IDing factor models as QEs"
33,Even and Macpherson (2014),"The Effect of Tip Credits on Earnings and Employment in the U.S. Restaurant Industry","Even & Macpherson","IZA discussion paper","Table 2 (1,2): Cash Wage, 1990:1-2011:4, State Trends"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (2,5))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (2,6))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (1,5))"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 5 Row 1"
10,Potter (2006),"Measuring the Employment Impacts of the Living Wage Ordinance in Santa Fe, New Mexico","Potter,N.","Bureau of Business and Economic Research","All Industries"
16,Allegretto et al. (2009),"Spatial Heterogeneity and MWs: Employment Estimates for Teens Using Cross-State Commuting Zones","Allegretto, S.; Dube, A; Reich, M.","Institute for Research on Labor and Employment, Working Paper Series","Table 4, Census/ACS, Division-specific time effects"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 6, Spec 3 (State specific time trends)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel B, (3,8))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (1,2)"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (2,1): IDing factor models as QEs"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 7, Spec 4 (Both sets of time controls)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 1 (Panel B, (2,2))"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (2,2))"
42,Allegretto and Reich (2015),"Are Local Minimum Wages Absorbed by Price Increases? Estimates from Internet-based Restaurant Menus","Allegretto & Reich","Institute for Research on Labor and Employment, Working Paper Series","Table 1 (3,2)"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Alternative Control-Small S.F. (Table 5, Employment)"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Immigrants, Men, Employed Individuals"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 5 (Panel A, (3,3))"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 6 Row 1"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 4 Row 2"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies & Total private sector"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 4 (3,3): IDing factor models as QEs"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","FF Only (Table 7, Col. 2, Ln(Emp))"
11,Dube et al. (2007),"The economic effects of a citywide MW","Dube,  Naidu & Reich","Industrial and Labor Relations Review","Low-Wage Only (Table 7, Col. 7, Ln(FTE Emp))"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (5,2)"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 5 (5,2) - Saturated"
39,Gittings and Schmutte (2015),"Getting Handcuffs on an Octopus: Minimum Wages, Employment, and Turnover WP","Gittings & Schmutte","Industrial and Labor Relations Review","Table 5 (6,2) - Lagged MW"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Natives, Both sexes, Relative Minwage"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies & Total private sector, Correcting spillover effects"
14,Sabia (2008),"Minimum Wages and the Economic Well-Being of Single Mothers","Sabia","Journal of Policy Analysis and Management","Table 5, Panel III (3,1): Employment"
29,Addison et al. (2013),"Minimum Wage Increases in a Recessionary Environment","Addison, Blackburn & Cotti","Labour Economics","Table 3, Row 4 (CPS, Basic)"
30,Allegretto et al. (2015),"Credible Research Designs for Minimum Wage Studies","Allegretto, Dube, Reich & Zipperer","Industrial and Labor Relations Review","Table 2 (Panel A, (3,7))"
35,Neumark et al. (2014a),"Revisiting the MW-Employment Debate / Bathwater","Neumark, Salas & Wascher","Industrial and Labor Relations Review","Table 8 Col. 3 Row 1"
22,Dube et al. (2010),"MW Effects Across State Borders - Estimates Using Contiguous Counties WP","Dube,A.; Lester.T.; Reich,M.","The Review of Economics and Statistics","Border County Pairs, County-pair X period dummies & Total private sector"
36,Totty (2014),"Effect of Minimum Wages on Employment - a Factor model approach JULY","Totty","Institute for Research on Labor and Employment, Working Paper Series","Table 3 (2,2): IDing factor models as QEs"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 16-19, Not in College, Demog Traits, State FEs (DID)-W"
13,Orrenius and Zavodny (2008),"The Effect of MWs on Immigrants' Employment and Earnings (Pub 2008 in ILRR)","Orrenius,P.; Zavodny,M.","Industrial and Labor Relations Review","Less-Educated Immigrants, Men, All Individuals"
24,Allegretto et al. (2011),"Do Minimum Wages Really Reduce Teenage Employment - Accounting for Heterogeneity and Selectivity in State Panel Data","Allegretto, S.; Dube, A; Reich, M.","Industrial Relations","Table 3, Spec 4 (Both sets of time controls)"
34,Hoffman (2014),"Employment Effects of the 2009 Minimum Wage Increase: New Evidence from State-Based Comparisons of Workers by Skill Level","Hoffman","The B.E. Journal of Economic Analysis & Policy","Table 6, 16-19, Not in College, Demog Traits, State FEs (DID)-B"
